ID,模块,子模块/页面,角色,前置条件,用例标题,输入/操作,期望结果,等级,类型,关联接口/组件,备注
SECURITY_023,权限安全测试,安全防护,安全测试员,系统安全配置已启用,权限安全测试用例23,安全测试操作23,安全防护生效23,P1,安全,SecurityController#method,
SECURITY_024,权限安全测试,安全防护,安全测试员,系统安全配置已启用,权限安全测试用例24,安全测试操作24,安全防护生效24,P1,安全,SecurityController#method,
SECURITY_025,权限安全测试,安全防护,安全测试员,系统安全配置已启用,权限安全测试用例25,安全测试操作25,安全防护生效25,P1,安全,SecurityController#method,
SECURITY_026,权限安全测试,安全防护,安全测试员,系统安全配置已启用,权限安全测试用例26,安全测试操作26,安全防护生效26,P1,安全,SecurityController#method,
SECURITY_027,权限安全测试,安全防护,安全测试员,系统安全配置已启用,权限安全测试用例27,安全测试操作27,安全防护生效27,P1,安全,SecurityController#method,
SECURITY_028,权限安全测试,安全防护,安全测试员,系统安全配置已启用,权限安全测试用例28,安全测试操作28,安全防护生效28,P1,安全,SecurityController#method,
SECURITY_029,权限安全测试,安全防护,安全测试员,系统安全配置已启用,权限安全测试用例29,安全测试操作29,安全防护生效29,P1,安全,SecurityController#method,
SECURITY_030,权限安全测试,安全防护,安全测试员,系统安全配置已启用,权限安全测试用例30,安全测试操作30,安全防护生效30,P1,安全,SecurityController#method,
CONCURRENCY_001,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例1,并发测试操作1,数据一致性保证1,P1,性能,ConcurrencyController#method,
CONCURRENCY_002,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例2,并发测试操作2,数据一致性保证2,P1,性能,ConcurrencyController#method,
CONCURRENCY_003,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例3,并发测试操作3,数据一致性保证3,P1,性能,ConcurrencyController#method,
CONCURRENCY_004,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例4,并发测试操作4,数据一致性保证4,P1,性能,ConcurrencyController#method,
CONCURRENCY_005,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例5,并发测试操作5,数据一致性保证5,P1,性能,ConcurrencyController#method,
CONCURRENCY_006,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例6,并发测试操作6,数据一致性保证6,P1,性能,ConcurrencyController#method,
CONCURRENCY_007,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例7,并发测试操作7,数据一致性保证7,P1,性能,ConcurrencyController#method,
CONCURRENCY_008,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例8,并发测试操作8,数据一致性保证8,P1,性能,ConcurrencyController#method,
CONCURRENCY_009,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例9,并发测试操作9,数据一致性保证9,P1,性能,ConcurrencyController#method,
CONCURRENCY_010,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例10,并发测试操作10,数据一致性保证10,P1,性能,ConcurrencyController#method,
CONCURRENCY_011,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例11,并发测试操作11,数据一致性保证11,P1,性能,ConcurrencyController#method,
CONCURRENCY_012,并发一致性,并发控制,性能测试员,多用户并发环境,并发一致性测试用例12,并发测试操作12,数据一致性保证12,P1,性能,ConcurrencyController#method,
CONCURRENCY_013,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例13,并发测试操作13,数据一致性保证13,P1,性能,ConcurrencyController#method,
CONCURRENCY_014,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例14,并发测试操作14,数据一致性保证14,P1,性能,ConcurrencyController#method,
CONCURRENCY_015,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例15,并发测试操作15,数据一致性保证15,P1,性能,ConcurrencyController#method,
CONCURRENCY_016,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例16,并发测试操作16,数据一致性保证16,P1,性能,ConcurrencyController#method,
CONCURRENCY_017,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例17,并发测试操作17,数据一致性保证17,P1,性能,ConcurrencyController#method,
CONCURRENCY_018,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例18,并发测试操作18,数据一致性保证18,P1,性能,ConcurrencyController#method,
CONCURRENCY_019,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例19,并发测试操作19,数据一致性保证19,P1,性能,ConcurrencyController#method,
CONCURRENCY_020,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例20,并发测试操作20,数据一致性保证20,P1,性能,ConcurrencyController#method,
CONCURRENCY_021,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例21,并发测试操作21,数据一致性保证21,P1,性能,ConcurrencyController#method,
CONCURRENCY_022,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例22,并发测试操作22,数据一致性保证22,P1,性能,ConcurrencyController#method,
CONCURRENCY_023,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例23,并发测试操作23,数据一致性保证23,P1,性能,ConcurrencyController#method,
CONCURRENCY_024,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例24,并发测试操作24,数据一致性保证24,P1,性能,ConcurrencyController#method,
CONCURRENCY_025,并发一致性,数据一致性,性能测试员,多用户并发环境,并发一致性测试用例25,并发测试操作25,数据一致性保证25,P1,性能,ConcurrencyController#method,
I18N_001,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例1,国际化测试操作1,多语言显示正确1,P2,功能,I18nController#method,
I18N_002,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例2,国际化测试操作2,多语言显示正确2,P2,功能,I18nController#method,
I18N_003,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例3,国际化测试操作3,多语言显示正确3,P2,功能,I18nController#method,
I18N_004,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例4,国际化测试操作4,多语言显示正确4,P2,功能,I18nController#method,
I18N_005,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例5,国际化测试操作5,多语言显示正确5,P2,功能,I18nController#method,
I18N_006,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例6,国际化测试操作6,多语言显示正确6,P2,功能,I18nController#method,
I18N_007,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例7,国际化测试操作7,多语言显示正确7,P2,功能,I18nController#method,
I18N_008,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例8,国际化测试操作8,多语言显示正确8,P2,功能,I18nController#method,
I18N_009,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例9,国际化测试操作9,多语言显示正确9,P2,功能,I18nController#method,
I18N_010,国际化兼容,语言切换,UI测试员,多语言环境已配置,国际化兼容测试用例10,国际化测试操作10,多语言显示正确10,P2,功能,I18nController#method,
I18N_011,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例11,国际化测试操作11,多语言显示正确11,P2,功能,I18nController#method,
I18N_012,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例12,国际化测试操作12,多语言显示正确12,P2,功能,I18nController#method,
I18N_013,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例13,国际化测试操作13,多语言显示正确13,P2,功能,I18nController#method,
I18N_014,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例14,国际化测试操作14,多语言显示正确14,P2,功能,I18nController#method,
I18N_015,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例15,国际化测试操作15,多语言显示正确15,P2,功能,I18nController#method,
I18N_016,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例16,国际化测试操作16,多语言显示正确16,P2,功能,I18nController#method,
I18N_017,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例17,国际化测试操作17,多语言显示正确17,P2,功能,I18nController#method,
I18N_018,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例18,国际化测试操作18,多语言显示正确18,P2,功能,I18nController#method,
I18N_019,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例19,国际化测试操作19,多语言显示正确19,P2,功能,I18nController#method,
I18N_020,国际化兼容,文本显示,UI测试员,多语言环境已配置,国际化兼容测试用例20,国际化测试操作20,多语言显示正确20,P2,功能,I18nController#method,
EXPORT_001,导出一致性,数据导出,数据测试员,有可导出的数据,导出一致性测试用例1,导出测试操作1,导出数据一致1,P1,功能,ExportController#method,
EXPORT_002,导出一致性,数据导出,数据测试员,有可导出的数据,导出一致性测试用例2,导出测试操作2,导出数据一致2,P1,功能,ExportController#method,
EXPORT_003,导出一致性,数据导出,数据测试员,有可导出的数据,导出一致性测试用例3,导出测试操作3,导出数据一致3,P1,功能,ExportController#method,
EXPORT_004,导出一致性,数据导出,数据测试员,有可导出的数据,导出一致性测试用例4,导出测试操作4,导出数据一致4,P1,功能,ExportController#method,
EXPORT_005,导出一致性,数据导出,数据测试员,有可导出的数据,导出一致性测试用例5,导出测试操作5,导出数据一致5,P1,功能,ExportController#method,
EXPORT_006,导出一致性,数据导出,数据测试员,有可导出的数据,导出一致性测试用例6,导出测试操作6,导出数据一致6,P1,功能,ExportController#method,
EXPORT_007,导出一致性,数据导出,数据测试员,有可导出的数据,导出一致性测试用例7,导出测试操作7,导出数据一致7,P1,功能,ExportController#method,
EXPORT_008,导出一致性,数据导出,数据测试员,有可导出的数据,导出一致性测试用例8,导出测试操作8,导出数据一致8,P1,功能,ExportController#method,
EXPORT_009,导出一致性,格式校验,数据测试员,有可导出的数据,导出一致性测试用例9,导出测试操作9,导出数据一致9,P1,功能,ExportController#method,
EXPORT_010,导出一致性,格式校验,数据测试员,有可导出的数据,导出一致性测试用例10,导出测试操作10,导出数据一致10,P1,功能,ExportController#method,
EXPORT_011,导出一致性,格式校验,数据测试员,有可导出的数据,导出一致性测试用例11,导出测试操作11,导出数据一致11,P1,功能,ExportController#method,
EXPORT_012,导出一致性,格式校验,数据测试员,有可导出的数据,导出一致性测试用例12,导出测试操作12,导出数据一致12,P1,功能,ExportController#method,
EXPORT_013,导出一致性,格式校验,数据测试员,有可导出的数据,导出一致性测试用例13,导出测试操作13,导出数据一致13,P1,功能,ExportController#method,
EXPORT_014,导出一致性,格式校验,数据测试员,有可导出的数据,导出一致性测试用例14,导出测试操作14,导出数据一致14,P1,功能,ExportController#method,
EXPORT_015,导出一致性,格式校验,数据测试员,有可导出的数据,导出一致性测试用例15,导出测试操作15,导出数据一致15,P1,功能,ExportController#method,
NETWORK_001,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例1,网络异常测试操作1,异常处理正确1,P1,异常,NetworkController#method,
NETWORK_002,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例2,网络异常测试操作2,异常处理正确2,P1,异常,NetworkController#method,
NETWORK_003,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例3,网络异常测试操作3,异常处理正确3,P1,异常,NetworkController#method,
NETWORK_004,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例4,网络异常测试操作4,异常处理正确4,P1,异常,NetworkController#method,
NETWORK_005,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例5,网络异常测试操作5,异常处理正确5,P1,异常,NetworkController#method,
NETWORK_006,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例6,网络异常测试操作6,异常处理正确6,P1,异常,NetworkController#method,
NETWORK_007,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例7,网络异常测试操作7,异常处理正确7,P1,异常,NetworkController#method,
NETWORK_008,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例8,网络异常测试操作8,异常处理正确8,P1,异常,NetworkController#method,
NETWORK_009,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例9,网络异常测试操作9,异常处理正确9,P1,异常,NetworkController#method,
NETWORK_010,网络异常处理,网络超时,网络测试员,网络环境可控制,网络异常处理测试用例10,网络异常测试操作10,异常处理正确10,P1,异常,NetworkController#method,
NETWORK_011,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例11,网络异常测试操作11,异常处理正确11,P1,异常,NetworkController#method,
NETWORK_012,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例12,网络异常测试操作12,异常处理正确12,P1,异常,NetworkController#method,
NETWORK_013,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例13,网络异常测试操作13,异常处理正确13,P1,异常,NetworkController#method,
NETWORK_014,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例14,网络异常测试操作14,异常处理正确14,P1,异常,NetworkController#method,
NETWORK_015,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例15,网络异常测试操作15,异常处理正确15,P1,异常,NetworkController#method,
NETWORK_016,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例16,网络异常测试操作16,异常处理正确16,P1,异常,NetworkController#method,
NETWORK_017,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例17,网络异常测试操作17,异常处理正确17,P1,异常,NetworkController#method,
NETWORK_018,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例18,网络异常测试操作18,异常处理正确18,P1,异常,NetworkController#method,
NETWORK_019,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例19,网络异常测试操作19,异常处理正确19,P1,异常,NetworkController#method,
NETWORK_020,网络异常处理,断网处理,网络测试员,网络环境可控制,网络异常处理测试用例20,网络异常测试操作20,异常处理正确20,P1,异常,NetworkController#method,
PERFORMANCE_001,性能压力测试,负载测试,性能测试员,性能测试环境已准备,性能压力测试用例1,性能测试操作1,性能指标达标1,P2,性能,PerformanceController#method,
PERFORMANCE_002,性能压力测试,负载测试,性能测试员,性能测试环境已准备,性能压力测试用例2,性能测试操作2,性能指标达标2,P2,性能,PerformanceController#method,
PERFORMANCE_003,性能压力测试,负载测试,性能测试员,性能测试环境已准备,性能压力测试用例3,性能测试操作3,性能指标达标3,P2,性能,PerformanceController#method,
PERFORMANCE_004,性能压力测试,负载测试,性能测试员,性能测试环境已准备,性能压力测试用例4,性能测试操作4,性能指标达标4,P2,性能,PerformanceController#method,
PERFORMANCE_005,性能压力测试,负载测试,性能测试员,性能测试环境已准备,性能压力测试用例5,性能测试操作5,性能指标达标5,P2,性能,PerformanceController#method,
PERFORMANCE_006,性能压力测试,负载测试,性能测试员,性能测试环境已准备,性能压力测试用例6,性能测试操作6,性能指标达标6,P2,性能,PerformanceController#method,
PERFORMANCE_007,性能压力测试,负载测试,性能测试员,性能测试环境已准备,性能压力测试用例7,性能测试操作7,性能指标达标7,P2,性能,PerformanceController#method,
PERFORMANCE_008,性能压力测试,负载测试,性能测试员,性能测试环境已准备,性能压力测试用例8,性能测试操作8,性能指标达标8,P2,性能,PerformanceController#method,
PERFORMANCE_009,性能压力测试,压力测试,性能测试员,性能测试环境已准备,性能压力测试用例9,性能测试操作9,性能指标达标9,P2,性能,PerformanceController#method,
PERFORMANCE_010,性能压力测试,压力测试,性能测试员,性能测试环境已准备,性能压力测试用例10,性能测试操作10,性能指标达标10,P2,性能,PerformanceController#method,
PERFORMANCE_011,性能压力测试,压力测试,性能测试员,性能测试环境已准备,性能压力测试用例11,性能测试操作11,性能指标达标11,P2,性能,PerformanceController#method,
PERFORMANCE_012,性能压力测试,压力测试,性能测试员,性能测试环境已准备,性能压力测试用例12,性能测试操作12,性能指标达标12,P2,性能,PerformanceController#method,
PERFORMANCE_013,性能压力测试,压力测试,性能测试员,性能测试环境已准备,性能压力测试用例13,性能测试操作13,性能指标达标13,P2,性能,PerformanceController#method,
PERFORMANCE_014,性能压力测试,压力测试,性能测试员,性能测试环境已准备,性能压力测试用例14,性能测试操作14,性能指标达标14,P2,性能,PerformanceController#method,
PERFORMANCE_015,性能压力测试,压力测试,性能测试员,性能测试环境已准备,性能压力测试用例15,性能测试操作15,性能指标达标15,P2,性能,PerformanceController#method,
